DASYLab 2016 - 2016
Schaltbildname : PreIma-2018
Aufgenommen am : 05.09.2018, 10:18:11
Blocklaenge    : 1
Delta          : 0.08 sec.
Kanalzahl      : 97
> Aktuelle Config.: Federtyp_03.TypCfg
> Typ der Feder: 3
> Faktor nach FFT: 100000,00
> Faktor nach Integr.: 100,00
Datum Uhrzeit;Schreiben 0/0 [V];Schreiben 0/1 [V];Schreiben 0/2 [V];Schreiben 0/3 [V];Schreiben 0/4 [V];Schreiben 0/5 [V];Schreiben 0/6 [V];Schreiben 0/7 [V];Schreiben 0/8 [V];Schreiben 0/9 [V];Schreiben 0/10 [V];Schreiben 0/11 [V];Schreiben 0/12 [V];Schreiben 0/13 [V];Schreiben 0/14 [V];Schreiben 0/15 [V];Schreiben 1/0 [V];Schreiben 1/1 [V];Schreiben 1/2 [V];Schreiben 1/3 [V];Schreiben 1/4 [V];Schreiben 1/5 [V];Schreiben 1/6 [V];Schreiben 1/7 [V];Schreiben 1/8 [V];Schreiben 1/9 [V];Schreiben 1/10 [V];Schreiben 1/11 [V];Schreiben 1/12 [V];Schreiben 1/13 [V];Schreiben 1/14 [V];Schreiben 1/15 [V];Schreiben 2/0 [V];Schreiben 2/1 [V];Schreiben 2/2 [V];Schreiben 2/3 [V];Schreiben 2/4 [V];Schreiben 2/5 [V];Schreiben 2/6 [V];Schreiben 2/7 [V];Schreiben 2/8 [V];Schreiben 2/9 [V];Schreiben 2/10 [V];Schreiben 2/11 [V];Schreiben 2/12 [V];Schreiben 2/13 [V];Schreiben 2/14 [V];Schreiben 2/15 [V];Schreiben 3/0 [V];Schreiben 3/1 [V];Schreiben 3/2 [V];Schreiben 3/3 [V];Schreiben 3/4 [V];Schreiben 3/5 [V];Schreiben 3/6 [V];Schreiben 3/7 [V];Schreiben 3/8 [V];Schreiben 3/9 [V];Schreiben 3/10 [V];Schreiben 3/11 [V];Schreiben 3/12 [V];Schreiben 3/13 [V];Schreiben 3/14 [V];Schreiben 3/15 [V];Schreiben 4/0 [V];Schreiben 4/1 [V];Schreiben 4/2 [V];Schreiben 4/3 [V];Schreiben 4/4 [V];Schreiben 4/5 [V];Schreiben 4/6 [V];Schreiben 4/7 [V];Schreiben 4/8 [V];Schreiben 4/9 [V];Schreiben 4/10 [V];Schreiben 4/11 [V];Schreiben 4/12 [V];Schreiben 4/13 [V];Schreiben 4/14 [V];Schreiben 4/15 [V];Schreiben 5/0 [V];Schreiben 5/1 [V];Schreiben 5/2 [V];Schreiben 5/3 [V];Schreiben 5/4 [V];Schreiben 5/5 [V];Schreiben 5/6 [V];Schreiben 5/7 [V];Schreiben 5/8 [V];Schreiben 5/9 [V];Schreiben 5/10 [V];Schreiben 5/11 [V];Schreiben 5/12 [V];Schreiben 5/13 [V];Schreiben 5/14 [V];Schreiben 5/15 [V];Schreiben 6/0 [V];
05.09.2018 10:18:11,00;9,614102;6,784737;4,006621;4,791933;3,711369;2,879558;2,077691;1,494043;8150,000000;820,833333;1087,500000;7995,833333;9,487162;1,951167;1,141989;1,092305;16,437387;16,437387;5,823799;4,308115;5,866201;5,866201;2,868789;1,539907;887,500000;887,500000;1112,500000;8000,000000;8,417329;2,706477;1,911263;0,806292;1,069833;17,904491;0,755310;4,657644;0,769274;3,053252;0,286013;1,898597;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:18:25,00;52,762511;52,762511;15,366221;1,992940;21,669188;21,669188;6,275288;0,914857;904,166667;904,166667;1133,333333;7916,666667;14,615333;6,403426;4,080375;0,656480;90,131421;90,131421;22,397635;1,268584;51,152411;51,152411;8,886852;0,526244;891,666667;891,666667;1266,666667;7754,166667;19,605494;9,171968;6,623417;0,543229;4,990161;34,220827;2,768542;15,575394;2,543042;10,703791;0,113251;1,199710;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:18:37,00;11,245774;11,245774;2,851082;1,683880;4,856796;4,856796;1,596112;1,329219;850,000000;850,000000;1137,500000;8000,000000;6,881313;2,715990;1,071332;0,424091;34,335304;34,335304;18,544155;0,836050;14,509156;14,509156;9,497958;0,348877;850,000000;850,000000;1170,833333;7995,833333;12,316650;5,707474;3,723371;0,325198;5,435337;19,197964;2,991484;8,423465;2,652039;4,794702;0,098894;0,749289;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:18:50,00;95,357883;95,357883;12,352444;3,461969;34,440099;34,440099;6,921140;1,698030;887,500000;887,500000;1108,333333;7808,333333;14,278833;8,732403;2,243029;1,246850;37,478160;37,478160;15,487833;1,388857;13,381062;13,381062;9,117836;0,581480;895,833333;895,833333;1137,500000;7954,166667;11,603336;5,290503;2,769501;0,471838;2,675496;25,882169;3,441899;14,022906;0,526471;5,012530;0,775012;1,718688;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:19:02,00;41,697267;41,697267;17,761140;4,164646;21,400314;21,400314;6,389925;2,184430;904,166667;904,166667;1125,000000;7991,666667;13,282094;4,123549;3,341661;1,343492;42,824522;42,824522;14,554660;1,740593;14,581180;14,581180;6,015680;0,537995;862,500000;862,500000;1141,666667;7966,666667;12,934510;6,467490;3,417139;0,522701;0,347584;26,216605;2,343941;10,591039;0,075477;6,758800;0,820791;1,866193;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:19:15,00;12,506498;12,506498;4,202705;1,854072;4,620553;4,620553;1,951723;0,604405;862,500000;862,500000;1166,666667;7883,333333;4,869146;1,786622;1,217260;0,455558;17,141460;17,141460;4,750272;2,418251;9,333231;9,333231;1,643814;0,988730;883,333333;883,333333;1187,500000;7816,666667;5,551612;2,119280;1,214108;0,708129;0,682466;10,420758;0,332659;3,905902;0,003152;2,431368;0,252570;1,163687;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:19:27,00;202,205633;202,205633;45,496433;10,878609;107,243323;107,243323;17,717189;5,403705;875,000000;875,000000;1145,833333;7975,000000;44,814266;20,502973;10,726524;2,183477;141,340536;141,340536;39,600124;1,931469;67,301101;67,301101;17,164146;1,078603;879,166667;879,166667;1137,500000;7904,166667;35,141969;22,022098;8,429774;0,689059;9,672297;79,956235;1,519125;42,525071;2,296751;19,156298;1,494418;2,872536;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;
05.09.2018 10:19:40,00;18,463124;18,463124;11,791982;5,563722;10,224877;10,224877;4,844719;1,823920;912,500000;912,500000;1133,333333;7854,166667;9,777223;2,766218;1,998996;1,471194;30,545849;30,545849;7,160499;1,721487;16,043537;16,043537;4,628046;0,894745;870,833333;870,833333;1204,166667;7958,333333;8,425408;3,685022;2,158099;0,646234;1,351814;18,202631;0,918804;6,451240;0,159103;4,157095;0,824960;2,117428;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:19:52,00;57,338495;57,338495;12,095752;5,806130;20,065943;20,065943;3,650043;2,270762;900,000000;900,000000;1162,500000;7866,666667;15,150898;8,199979;2,500466;1,326602;47,550867;22,524667;47,550867;3,215990;30,297471;8,309968;30,297471;1,229477;1166,666667;883,333333;1166,666667;7875,000000;20,914149;4,294897;10,753138;0,957079;5,763251;36,065048;3,905082;12,494876;8,252672;13,253604;0,369522;2,283681;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
05.09.2018 10:20:05,00;13,823778;13,823778;5,103646;2,993628;5,936516;5,936516;2,787646;1,342862;862,500000;862,500000;1150,000000;7900,000000;6,301823;2,196291;1,340608;1,081252;19,743817;19,743817;6,984658;2,443699;7,057324;7,057324;3,711613;1,122899;866,666667;866,666667;1191,666667;7687,500000;7,990048;2,995275;2,108025;0,713107;1,688226;14,291871;0,798985;5,191566;0,767418;3,448633;0,368145;1,794359;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
